Sequence.Name,SYMBOL,Sequence.Description,Enzyme.Code
AT5G63980,ATSAL1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,FRY1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,FRY1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,HOS2,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,HOS2,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,OLD101,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,OLD101,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,RON1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,RON1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,SAL1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,SAL1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63980,SUPO1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.7
AT5G63980,SUPO1,"Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast.  It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration due to higher accumulation of the second messenger, inositol (1,4,5)- triphosphate (IP(3)). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity.",EC:3.1.3.57
AT5G63990,NA,NA,EC:3.1.3.7
AT5G63990,NA,NA,EC:3.1.3.57
AT5G64000,ATSAL2,"3'(2'),5'-bisphosphate nucleotidase",EC:3.1.3.7
AT5G64000,ATSAL2,"3'(2'),5'-bisphosphate nucleotidase",EC:3.1.3.57
AT5G64000,SAL2,"3'(2'),5'-bisphosphate nucleotidase",EC:3.1.3.7
AT5G64000,SAL2,"3'(2'),5'-bisphosphate nucleotidase",EC:3.1.3.57
AT5G64050,ATERS,Glutamate-tRNA ligase. Targeted to mitochondria and chloroplast. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.17
AT5G64050,ERS,Glutamate-tRNA ligase. Targeted to mitochondria and chloroplast. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.17
AT5G64050,OVA3,Glutamate-tRNA ligase. Targeted to mitochondria and chloroplast. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.,EC:6.1.1.17
AT5G64070,PI-4KBETA1,"Encodes a phosphatidylinositol 4-OH kinase, PI-4Kbeta1.  Arabidopsis contains 12 PI-4Ks in three separate families: PI-4Kalphs, PI-4kbeta, and PI-4Kgamma.  PI-4Kbeta1 is 83% identical to PI-4kbeta2 encoded by At5g09350.  Interacts with the RabA4b GTPase.  Important for polarized root hair growth as the loss of this gene and its close relative PI-4kbeta2, leads to the formation of abnormal root hairs.",EC:2.7.1.67
AT5G64070,PI4KBETA1,"Encodes a phosphatidylinositol 4-OH kinase, PI-4Kbeta1.  Arabidopsis contains 12 PI-4Ks in three separate families: PI-4Kalphs, PI-4kbeta, and PI-4Kgamma.  PI-4Kbeta1 is 83% identical to PI-4kbeta2 encoded by At5g09350.  Interacts with the RabA4b GTPase.  Important for polarized root hair growth as the loss of this gene and its close relative PI-4kbeta2, leads to the formation of abnormal root hairs.",EC:2.7.1.67
AT5G64100,PRX69,NA,EC:1.11.1.7
AT5G64110,NA,NA,EC:1.11.1.7
AT5G64120,AtPRX71,encodes a cell wall bound peroxidase that is induced by hypo-osmolarity,EC:1.11.1.7
AT5G64120,PRX71,encodes a cell wall bound peroxidase that is induced by hypo-osmolarity,EC:1.11.1.7
AT5G64300,ATGCH,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:3.5.4.25
AT5G64300,ATGCH,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:4.1.99.12
AT5G64300,ATRIBA1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:3.5.4.25
AT5G64300,ATRIBA1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:4.1.99.12
AT5G64300,GCH,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:3.5.4.25
AT5G64300,GCH,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:4.1.99.12
AT5G64300,RFD1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:3.5.4.25
AT5G64300,RFD1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:4.1.99.12
AT5G64300,RIBA1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:3.5.4.25
AT5G64300,RIBA1,"encodes GTP cyclohydrolase II that can functionally complement E. coli mutant deficient in this gene. It also has 3,4-dihydroxy-2-butanone-4-phosphate synthase activity which makes it a bifunctional enzyme involved in the formation of the pyrimidine and of the carbohydrate from GTP and ribulose-5-phosphate, respectively",EC:4.1.99.12
